아자, 71, 171
가바, 80, 141
사다, 88, 177
카타, 59, 197
바사, 62, 144
사아, 69, 170
가차, 76, 154
파나, 69, 185
가카, 93, 185
파카, 92, 180
아타, 85, 152
아가, 88, 144
라가, 62, 158
사마, 88, 190
마아, 55, 169
바하, 79, 165
하라, 88, 171
차아, 40, 177
다바, 72, 166
가바, 55, 154
다사, 84, 187
마라, 67, 173
나라, 45, 180
파마, 79, 197
파바, 90, 148
차카, 93, 147
라타, 95, 160
파나, 71, 180
나다, 80, 172
라자, 68, 167
나라, 76, 174
라타, 94, 146
가하, 57, 167
가카, 56, 162
차타, 95, 199
다차, 53, 168
하사, 93, 152
타바, 83, 146
마다, 49, 162
바나, 65, 143
하카, 85, 143
라가, 99, 187
차사, 64, 182
카타, 87, 172
자하, 88, 184
사라, 64, 161
나사, 57, 162
아자, 78, 191
타아, 82, 177
카나, 85, 198
바자, 99, 143
아카, 66, 140
파마, 98, 151
아사, 68, 164
타나, 78, 151
다파, 65, 194
바차, 72, 180
라카, 80, 194
아마, 82, 150
아마, 92, 188
가카, 68, 144
사차, 82, 162
다나, 91, 178
가카, 88, 196
타파, 55, 198
바가, 83, 152
아다, 57, 168
자사, 43, 168
아바, 75, 161
가가, 79, 160
자다, 96, 173
마아, 91, 148
바라, 50, 174
라타, 72, 172
사자, 82, 173
마나, 55, 185
나가, 52, 183
가자, 49, 156
나자, 56, 199
자파, 47, 180
바카, 65, 183
라라, 95, 166
아파, 57, 152
마나, 42, 141
차가, 97, 162
자사, 82, 199
카바, 70, 150
나카, 59, 186
카차, 82, 152
사차, 48, 161
타차, 70, 153
나다, 98, 165
나자, 90, 174
차가, 63, 186
차라, 40, 192
하자, 51, 179
차하, 56, 148
사아, 72, 179
타나, 51, 175
자사, 92, 159
타아, 89, 174
자라, 86, 150
사아, 98, 142
마마, 83, 148
아나, 40, 182
다가, 71, 192
파하, 88, 172
타사, 90, 162
타나, 87, 173
가바, 67, 162
사하, 81, 165
차나, 54, 191
바파, 60, 149
마자, 92, 183
나사, 85, 176
타라, 46, 199
아카, 89, 167
파나, 54, 146
마카, 64, 162
하자, 64, 179
차다, 70, 168
타카, 48, 186
타아, 84, 177
파파, 86, 144
파카, 61, 146
타마, 50, 155
라바, 56, 197
자카, 99, 154
바가, 46, 140
사아, 45, 162
마타, 49, 182
파차, 81, 159
차라, 40, 189
타가, 99, 197
자다, 99, 184
카자, 89, 177
타라, 69, 184
카카, 71, 198
가아, 55, 164
타아, 92, 180
다아, 82, 178
카마, 84, 153
나사, 76, 150
가바, 82, 159
파자, 65, 174
마바, 42, 158
다파, 75, 153
하자, 87, 198
카파, 43, 157
사파, 97, 180
나아, 89, 156
나나, 89, 199
차차, 76, 180
마마, 86, 199
가마, 64, 191
카라, 71, 145
아자, 44, 145
차사, 84, 173
라파, 52, 187
아가, 65, 188
바자, 86, 194
바라, 85, 194
하다, 71, 164
하타, 82, 186
차자, 64, 150
파바, 75, 195
사사, 89, 149
카사, 70, 166
파카, 51, 163
사다, 49, 156
아라, 59, 182
카라, 99, 173
타아, 79, 140
타자, 40, 142
타바, 50, 184
사차, 67, 182
카가, 90, 198
마자, 85, 171
파마, 53, 185
바타, 79, 199
차가, 92, 161
아파, 47, 185
바다, 68, 193
바마, 81, 155
가다, 75, 168
사나, 90, 197
다파, 80, 175
나자, 50, 199
자아, 62, 197
라사, 70, 153
차차, 52, 144
차라, 50, 140
사바, 70, 192
라자, 80, 150
타하, 69, 140
다나, 69, 142
나라, 43, 184
하차, 88, 179
아타, 66, 198
카라, 69, 194
라나, 57, 170
아사, 82, 147
사카, 93, 183
파자, 89, 180
나마, 85, 150
아다, 86, 157
파타, 98, 178
자라, 95, 141
가차, 51, 175
하자, 45, 149
아하, 60, 191
카사, 42, 192
나가, 57, 164
사아, 60, 164
나타, 54, 170
다자, 99, 150
라마, 66, 157
가다, 92, 191
카바, 77, 156
라하, 54, 164
사하, 68, 146
차가, 49, 170
파라, 81, 189
사파, 93, 194
아하, 84, 169
나타, 45, 198
자마, 47, 157
사타, 98, 181
바마, 86, 188
다다, 98, 159
사다, 60, 140
하타, 78, 148
나나, 53, 176
카다, 55, 177
자자, 67, 184
타나, 55, 170
바라, 83, 149
다바, 88, 146
사하, 79, 190
타사, 74, 146
아타, 61, 168
아아, 72, 162
차다, 83, 183
차카, 57, 194
바바, 83, 161
차바, 84, 146
아자, 92, 192
자카, 93, 156
하바, 44, 180
하차, 40, 151
바아, 94, 179
사차, 71, 140
아가, 88, 176
하파, 47, 177
차나, 81, 188
파바, 93, 195
다가, 79, 149
마가, 56, 151
다차, 98, 150
차차, 78, 152
바다, 82, 194
자라, 75, 155
하카, 62, 165
마가, 97, 155
다가, 88, 181
카나, 52, 165
사나, 63, 159
다라, 85, 168
사가, 73, 159
타바, 62, 198
바차, 93, 165
자나, 77, 146
다파, 83, 196
라마, 59, 194
타다, 63, 150
타카, 86, 151
카파, 50, 180
마파, 43, 157
자아, 45, 170
다파, 89, 186
타타, 73, 176
라파, 94, 168
다나, 98, 183
바가, 51, 150
가타, 71, 179
바카, 48, 190
사나, 58, 198
아다, 95, 143
하자, 41, 197
하마, 87, 181
자나, 47, 197
라차, 82, 188
사사, 92, 159
하바, 82, 184
아다, 46, 180
바타, 88, 191
바자, 66, 199
카아, 66, 151
카카, 82, 194
라자, 94, 170
마아, 75, 183
아자, 40, 181
바라, 52, 181
차하, 93, 174
나카, 99, 177
가나, 98, 156
차아, 99, 197
파카, 79, 187
바다, 51, 190
다바, 59, 191
아자, 49, 198
자마, 61, 175
아바, 69, 176
나아, 62, 143
하다, 86, 150
가다, 98, 193
다카, 60, 149
마사, 53, 199
타타, 81, 183
하바, 67, 146
차자, 60, 176
카바, 64, 166
타자, 62, 175
파아, 53, 146
사하, 72, 147
라자, 82, 166
파파, 45, 176
나타, 60, 140
사바, 54, 150
마라, 88, 159
가카, 53, 162
카타, 67, 179
라차, 57, 182
다바, 57, 162
나파, 86, 194
나카, 91, 184
사나, 56, 141
나마, 81, 199
파카, 42, 147
카나, 60, 165
차카, 68, 183
다사, 58, 186
차라, 55, 187
타타, 68, 197
자사, 87, 174
바파, 99, 144
하차, 80, 178
파타, 60, 168
아가, 93, 159
자차, 47, 155
라사, 57, 145
자마, 94, 151
하타, 97, 150
하마, 60, 191
마마, 81, 183
다차, 49, 173
라타, 62, 147
가가, 53, 192
차아, 60, 192
하하, 72, 147
바사, 93, 185
라가, 61, 149
타카, 75, 189
하자, 56, 145
사파, 93, 181
자나, 48, 193
바가, 91, 197
가파, 72, 155
아나, 74, 158
바라, 60, 180
아카, 91, 193
사카, 97, 176
가카, 91, 176
가마, 43, 164
카라, 66, 162
가가, 92, 148
아파, 57, 198
타마, 71, 166
바바, 78, 188
나아, 43, 161
사자, 68, 149
사마, 78, 150
카라, 85, 198
파사, 55, 192
아다, 56, 176
사카, 76, 185
라마, 94, 161
바자, 88, 143
라가, 75, 194
타카, 71, 190
파자, 73, 180
나차, 81, 191
나차, 67, 159
자라, 68, 173
가카, 98, 184
마사, 90, 183
하자, 79, 166
아하, 83, 164
다나, 75, 145
자자, 98, 146
자자, 63, 146
가가, 44, 180
바아, 48, 153
사타, 51, 155
마라, 64, 185
하자, 66, 141
차마, 55, 197
타카, 54, 157
사라, 71, 151
사다, 65, 193
파마, 40, 181
카아, 50, 168
마사, 72, 155
자다, 41, 196
아차, 75, 158
아아, 70, 189
아다, 78, 160
가카, 56, 181
바라, 93, 146
카다, 98, 160
하바, 60, 168
파가, 89, 189
아마, 84, 145
가타, 42, 189
파가, 56, 161
다자, 65, 186
나자, 52, 179
파마, 72, 172
나바, 58, 175
나마, 44, 160
라파, 46, 191
마파, 48, 146
차파, 52, 186
하라, 52, 151
바카, 93, 173
차가, 71, 176
바자, 96, 192
다하, 56, 163
사차, 53, 148
타아, 45, 162
타하, 86, 150
바차, 94, 159
사타, 77, 174
자사, 83, 153
라나, 84, 182
바차, 52, 191
카가, 50, 147
타가, 80, 150
라가, 88, 149
차바, 44, 140
아타, 48, 181
카카, 74, 166
라다, 67, 149
바타, 58, 193
카아, 67, 166
다아, 65, 196
사하, 98, 151
사바, 82, 144
카카, 61, 167
다라, 91, 178
라자, 55, 152
차다, 73, 196
카차, 57, 141
자가, 68, 192
타가, 42, 161
카다, 93, 156
바가, 67, 192
파파, 99, 145
나타, 82, 193
자바, 56, 142
나사, 57, 197
라파, 84, 153
아파, 63, 152
가파, 45, 172
아자, 72, 154
가타, 97, 180
나라, 96, 193
차아, 81, 152
다파, 60, 157
차타, 83, 153
파라, 50, 183
자아, 83, 166
마바, 71, 147
라다, 92, 147
카바, 82, 190
마마, 71, 177
라라, 67, 142
바파, 70, 153
나아, 53, 189
가가, 97, 157
아타, 67, 160
라차, 66, 150
아바, 76, 176
마마, 85, 199
차파, 61, 141
차차, 84, 144
다아, 95, 150
아타, 57, 171
아아, 64, 166
차라, 43, 140
자아, 99, 180
바가, 52, 156
마자, 55, 183
사타, 72, 154
하다, 99, 192
차가, 93, 171
차파, 95, 161
하아, 87, 155
차가, 41, 145
바파, 97, 198
파타, 51, 193
자바, 66, 171
파자, 79, 154
자하, 72, 174
자라, 81, 190
라바, 89, 184
아타, 59, 173
나라, 63, 181
카마, 58, 192
아마, 50, 155
타하, 97, 157
바아, 42, 175
바바, 76, 164
카자, 63, 175
타아, 64, 175
타하, 95, 184
라사, 86, 159
나나, 91, 154
다파, 80, 193
라타, 82, 168
자사, 67, 153
라타, 96, 177
타타, 41, 192
나카, 64, 179
차파, 90, 194
하차, 82, 143
카나, 95, 145
다하, 89, 190
하나, 93, 150
바하, 75, 142
차자, 87, 154
하카, 76, 185
라사, 64, 172
라라, 76, 179
카하, 72, 197
타사, 89, 158
가마, 45, 180
차하, 58, 145
가자, 85, 146
가카, 72, 192
사자, 54, 168
하나, 77, 196
바차, 54, 198
사아, 69, 168
하마, 43, 170
자카, 84, 147
가하, 89, 157
가타, 48, 179
라카, 86, 182
다차, 60, 153
가타, 44, 169
파카, 99, 189
카마, 63, 153
나라, 73, 167
파다, 99, 152
가차, 85, 143
마타, 99, 148
라라, 61, 167
차다, 84, 177
나아, 41, 181
타차, 43, 182
카마, 90, 188
하자, 77, 156
가파, 68, 192
자파, 66, 158
타가, 81, 142
파가, 50, 166
차카, 55, 188
사아, 91, 185
마나, 42, 195
파다, 78, 199
타타, 94, 172
바타, 72, 187
나차, 53, 157
아타, 63, 170
나바, 62, 164
나타, 78, 184
파마, 85, 153
카사, 83, 186
마타, 70, 168
파카, 56, 145
바타, 68, 176
마차, 58, 175
다마, 69, 195
카타, 77, 183
가다, 74, 175
아하, 52, 180
파다, 94, 164
바자, 99, 179
마하, 68, 156
바자, 42, 191
사마, 94, 162
카가, 59, 175
카다, 60, 149
차다, 84, 184
아가, 88, 185
라다, 45, 167
자차, 75, 144
가파, 86, 196
자자, 51, 159
카나, 49, 194
가타, 93, 178
가사, 43, 145
나나, 72, 185
파아, 54, 153
차사, 72, 199
차나, 91, 189
카타, 83, 175
카타, 94, 156
아하, 70, 164
사차, 54, 151
가마, 47, 186
아사, 83, 159
아다, 53, 180
바나, 86, 173
바가, 94, 157
나파, 70, 163
자자, 71, 170
타바, 44, 161
마파, 60, 147
파카, 72, 149
가나, 89, 176
사가, 85, 155
바자, 95, 174
자마, 65, 192
나타, 88, 153
마아, 53, 176
나마, 76, 144
나파, 82, 181
마차, 77, 143
나라, 74, 165
나차, 82, 173
다나, 46, 157
아다, 40, 160
아사, 64, 144
하마, 96, 164
바바, 60, 182
차파, 51, 168
아마, 45, 160
바바, 92, 182
나자, 86, 181
자사, 46, 195
다사, 52, 141
아카, 54, 194
나파, 45, 191
다마, 93, 140
마하, 62, 160
마타, 70, 190
타아, 92, 147
차차, 44, 162
자마, 66, 152
카아, 52, 168
하라, 92, 161
다사, 51, 171
아바, 46, 154
타다, 46, 172
하사, 42, 143
마타, 75, 182
바나, 69, 194
사나, 57, 149
타나, 83, 177
아가, 47, 153
바차, 94, 177
자하, 61, 147
사카, 63, 164
아자, 91, 196
타바, 82, 165
차바, 62, 157
파카, 54, 169
아라, 51, 156
마하, 85, 156
바자, 97, 155
아파, 76, 181
타하, 73, 153
카차, 98, 156
다차, 46, 171
아하, 53, 174
사차, 53, 144
라다, 80, 169
자하, 43, 195
다가, 51, 150
라하, 51, 150
타바, 59, 182
카마, 81, 191
차나, 87, 178
나아, 73, 162
바다, 56, 175
차차, 94, 172
하파, 90, 153
바카, 93, 155
타나, 49, 177
차타, 84, 171
다파, 82, 157
다아, 79, 181
라다, 68, 171
마나, 66, 183
나차, 64, 163
바다, 42, 181
카카, 76, 187
타라, 98, 199
아차, 88, 142
아차, 78, 190
다카, 74, 191
카라, 85, 169
차하, 70, 189
자사, 86, 152
차사, 51, 193
마하, 77, 170
하카, 93, 182
파마, 84, 173
자나, 64, 146
차타, 62, 177
바마, 56, 164
타하, 97, 153
파라, 64, 191
자하, 77, 178
바라, 55, 171
타라, 78, 161
사차, 48, 198
아차, 91, 166
라사, 94, 188
자타, 52, 197
바하, 78, 165
바하, 86, 147
바라, 80, 194
차바, 82, 148
차타, 84, 144
나파, 83, 197
나바, 90, 141
라라, 47, 179
카카, 91, 155
아가, 67, 154
사마, 67, 166
파바, 61, 180
자나, 64, 166
파라, 67, 154
하가, 63, 148
가사, 84, 190
카가, 56, 181
카타, 52, 192
아나, 53, 199
차사, 96, 186
바나, 64, 156
차나, 66, 190
타차, 75, 181
다자, 66, 193
타타, 92, 170
아차, 89, 196
아사, 50, 162
다나, 59, 185
가마, 69, 166
나바, 61, 164
라가, 69, 176
타다, 88, 150
바자, 74, 169
하차, 40, 168
자차, 90, 198
라카, 98, 170
나라, 92, 182
파타, 71, 164
하카, 72, 157
가마, 47, 193
바바, 65, 155
마마, 66, 165
자나, 64, 180
파라, 60, 141
카라, 54, 144
마바, 58, 161
차타, 93, 185
가차, 96, 154
타바, 89, 156
카파, 68, 183
가다, 59, 159
아카, 91, 195
나바, 43, 170
자자, 96, 190
하차, 71, 193
파아, 45, 160
차타, 68, 176
파하, 65, 143
차바, 89, 188
다나, 57, 170
바타, 45, 169
하차, 64, 173
바바, 76, 176
카가, 57, 196
카마, 67, 187
다바, 55, 152
라가, 59, 159
자차, 81, 196
마가, 99, 184
라라, 90, 193
나차, 73, 194
가차, 66, 166
마아, 51, 142
가카, 78, 162
가차, 50, 152
가차, 90, 195
나가, 41, 167
자타, 44, 188
바타, 64, 169
하사, 45, 156
가가, 81, 198
하가, 91, 158
차나, 53, 170
카다, 64, 175
자가, 83, 157
자하, 79, 185
자라, 65, 168
하사, 43, 174
다하, 67, 193
자타, 72, 158
나자, 92, 194
차다, 87, 143
파라, 65, 169
나마, 62, 170
바차, 96, 191
나하, 81, 186
파나, 76, 140
나파, 98, 159
라라, 84, 172
마사, 50, 162
바사, 51, 161
파자, 89, 175
아라, 93, 172
아타, 80, 189
아차, 69, 160
마타, 78, 193
타마, 40, 150
하아, 44, 174
가하, 82, 181
아아, 65, 145
사가, 97, 169
가아, 56, 198
다다, 45, 181
파자, 80, 166
바다, 69, 169
사카, 45, 141
파바, 41, 193
아나, 47, 146
하카, 79, 151
가사, 71, 150
마타, 94, 163
사카, 81, 168
파마, 92, 176
라아, 65, 176
다아, 60, 157
아다, 52, 140
마라, 92, 183
라카, 65, 192
아카, 78, 154
라다, 80, 160
라자, 74, 140
차타, 85, 190
마사, 66, 151
라가, 47, 193
차마, 46, 148
하차, 50, 175
나차, 56, 192
라다, 95, 180
하파, 88, 162
하라, 90, 163
라차, 75, 164
아아, 91, 187
가바, 59, 161
나라, 42, 166
가마, 79, 142
타아, 64, 187
나차, 61, 187
하사, 69, 196
바아, 84, 147
바카, 57, 170
